Target_Activity,TestActivity,mode,Threshold,K,N,GhostCount,L,pmin,gamma_min,eps_suffix,Predict,Actual,Matched,GhostRatio
sphereActivity,sphereActivity,suffix_tree,0.5,7,1,0,2.0,1e-06,0.0001,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,7,6,3,10.0,0.0001,1e-06,0.0,1,1,True,0.5
sphereActivity,sphereActivity,suffix_tree,0.5,7,1,0,4.0,0.0001,0.0,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,7,13,4,4.0,1e-06,1e-06,0.0,1,1,True,0.3076923076923077
sphereActivity,sphereActivity,suffix_tree,0.5,7,3,1,6.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.5,7,9,1,2.0,0.0001,0.0,0.0,1,1,True,0.1111111111111111
sphereActivity,sphereActivity,suffix_tree,0.5,7,13,6,8.0,1e-05,0.0001,0.0,1,1,True,0.4615384615384615
sphereActivity,sphereActivity,suffix_tree,0.5,7,6,0,6.0,1e-06,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,8,1,1,6.0,0.0001,1e-06,0.0,0,1,False,1.0
sphereActivity,sphereActivity,suffix_tree,0.5,8,6,0,10.0,1e-05,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,8,1,0,2.0,1e-06,0.0001,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,8,6,0,10.0,0.0001,1e-06,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,8,1,0,4.0,0.0001,0.0,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,8,13,2,4.0,1e-06,1e-06,0.0,1,1,True,0.1538461538461538
sphereActivity,sphereActivity,suffix_tree,0.5,8,3,1,6.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.5,8,9,3,2.0,0.0001,0.0,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.5,8,13,1,8.0,1e-05,0.0001,0.0,1,1,True,0.0769230769230769
sphereActivity,sphereActivity,suffix_tree,0.5,8,6,0,6.0,1e-06,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,9,1,0,6.0,0.0001,1e-06,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,9,6,0,10.0,1e-05,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,9,1,0,2.0,1e-06,0.0001,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,9,6,0,10.0,0.0001,1e-06,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,9,1,0,4.0,0.0001,0.0,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,9,13,3,4.0,1e-06,1e-06,0.0,1,1,True,0.2307692307692307
sphereActivity,sphereActivity,suffix_tree,0.5,9,3,1,6.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.5,9,9,1,2.0,0.0001,0.0,0.0,1,1,True,0.1111111111111111
sphereActivity,sphereActivity,suffix_tree,0.5,9,13,3,8.0,1e-05,0.0001,0.0,1,1,True,0.2307692307692307
sphereActivity,sphereActivity,suffix_tree,0.5,9,6,3,6.0,1e-06,0.0,0.0,0,1,False,0.5
sphereActivity,sphereActivity,suffix_tree,0.5,10,1,0,6.0,0.0001,1e-06,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,10,6,0,10.0,1e-05,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,10,1,0,2.0,1e-06,0.0001,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,10,6,0,10.0,0.0001,1e-06,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,10,1,0,4.0,0.0001,0.0,0.0,0,1,False,0.0
sphereActivity,sphereActivity,suffix_tree,0.5,10,13,2,4.0,1e-06,1e-06,0.0,1,1,True,0.1538461538461538
sphereActivity,sphereActivity,suffix_tree,0.5,10,3,1,6.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
sphereActivity,sphereActivity,suffix_tree,0.5,10,9,2,2.0,0.0001,0.0,0.0,1,1,True,0.2222222222222222
sphereActivity,sphereActivity,suffix_tree,0.5,10,13,2,8.0,1e-05,0.0001,0.0,1,1,True,0.1538461538461538
sphereActivity,sphereActivity,suffix_tree,0.5,10,6,0,6.0,1e-06,0.0,0.0,1,1,True,0.0
sphereActivity,sphereActivity,suffix_tree,0.6,5,4,1,10.0,0.0001,0.0,0.0,1,1,True,0.25
sphereActivity,sphereActivity,suffix_tree,0.6,5,10,2,4.0,1e-05,0.0,0.0,0,1,False,0.2
sphereActivity,sphereActivity,suffix_tree,0.6,5,4,2,10.0,1e-05,1e-06,0.0,1,1,True,0.5
